User-ID,total_ratings,avg_rating,rating_std,unique_books,Age,Country,Age_filled,has_age
56215,4,8.25,0.5,4,37.0,Unknown,37.0,True
56217,3,8.333,2.082,3,,Unknown,34.0,False
56246,11,6.091,2.548,11,37.0,Unknown,37.0,True
56271,364,7.766,1.205,364,22.0,Unknown,22.0,True
56272,17,7.882,1.536,17,19.0,Unknown,19.0,True
56276,8,8.75,1.035,8,19.0,Unknown,19.0,True
56307,42,7.595,1.38,42,,Unknown,34.0,False
56309,3,9.0,0.0,3,,Unknown,34.0,False
56315,8,5.75,2.315,8,36.0,Unknown,36.0,True
56323,6,8.5,1.975,6,,Unknown,34.0,False
56341,4,7.75,0.957,4,19.0,Unknown,19.0,True
56348,4,6.0,2.449,4,,Unknown,34.0,False
56360,48,6.646,1.78,48,35.0,Unknown,35.0,True
56361,5,6.4,2.881,5,,Unknown,34.0,False
56369,11,6.091,2.7,11,54.0,Unknown,54.0,True
56385,3,7.333,2.887,3,33.0,Unknown,33.0,True
56391,33,7.576,1.437,33,40.0,Unknown,40.0,True
56399,911,9.642,1.042,911,63.0,Unknown,63.0,True
56425,6,9.167,2.041,6,37.0,Unknown,37.0,True
56442,9,8.667,1.0,9,,Unknown,34.0,False
56445,4,7.0,1.633,4,,Unknown,34.0,False
56447,210,6.648,1.922,210,22.0,Unknown,22.0,True
56467,3,8.333,0.577,3,29.0,Unknown,29.0,True
56470,24,7.75,1.152,24,30.0,Unknown,30.0,True
56496,5,6.8,1.643,5,,Unknown,34.0,False
56534,4,8.5,0.577,4,43.0,Unknown,43.0,True
56542,4,8.0,3.367,4,,Unknown,34.0,False
56554,107,8.794,1.294,107,39.0,Unknown,39.0,True
56579,7,7.714,1.604,7,49.0,Unknown,49.0,True
56598,5,6.6,1.342,5,45.0,Unknown,45.0,True
56623,8,7.875,1.246,8,36.0,Unknown,36.0,True
56625,7,8.0,1.155,7,26.0,Unknown,26.0,True
56630,4,8.75,0.957,4,46.0,Unknown,46.0,True
56654,9,6.778,1.563,9,,Unknown,34.0,False
56661,20,8.2,1.989,20,,Unknown,34.0,False
56663,9,7.778,1.787,9,22.0,Unknown,22.0,True
56683,4,6.75,2.062,4,,Unknown,34.0,False
56707,6,5.333,0.516,6,,Unknown,34.0,False
56715,4,4.5,1.732,4,,Unknown,34.0,False
56718,5,7.0,0.707,5,,Unknown,34.0,False
56719,4,4.5,2.082,4,,Unknown,34.0,False
56723,3,6.0,1.732,3,,Unknown,34.0,False
56739,4,9.5,1.0,4,39.0,Unknown,39.0,True
56751,5,7.0,2.121,5,44.0,Unknown,44.0,True
56759,3,6.667,1.155,3,,Unknown,34.0,False
56797,5,8.2,0.837,5,,Unknown,34.0,False
56804,31,6.419,2.349,31,,Unknown,34.0,False
56823,7,6.857,1.864,7,18.0,Unknown,18.0,True
56850,3,8.667,0.577,3,,Unknown,34.0,False
56856,90,7.911,1.205,90,23.0,Unknown,23.0,True
56859,3,6.0,1.0,3,36.0,Unknown,36.0,True
56861,4,7.5,1.732,4,56.0,Unknown,56.0,True
56874,12,7.083,2.937,12,15.0,Unknown,15.0,True
56905,8,5.375,1.598,8,,Unknown,34.0,False
56917,12,6.583,2.61,12,,Unknown,34.0,False
56941,3,8.333,0.577,3,34.0,Unknown,34.0,True
56959,395,9.6,1.102,395,52.0,Unknown,52.0,True
56965,3,8.333,1.528,3,,Unknown,34.0,False
56985,9,6.556,1.667,9,34.0,Unknown,34.0,True
56991,4,5.25,1.5,4,24.0,Unknown,24.0,True
56998,10,7.8,1.687,10,58.0,Unknown,58.0,True
57002,14,9.429,0.852,14,,Unknown,34.0,False
57006,26,8.769,1.177,26,30.0,Unknown,30.0,True
57032,3,5.667,1.155,3,,Unknown,34.0,False
57052,3,6.333,1.528,3,,Unknown,34.0,False
57068,7,7.0,1.528,7,,Unknown,34.0,False
57069,4,8.0,1.155,4,24.0,Unknown,24.0,True
57072,8,7.625,2.066,8,56.0,Unknown,56.0,True
57073,4,7.0,0.0,4,,Unknown,34.0,False
57095,12,8.917,1.084,12,18.0,Unknown,18.0,True
57105,18,8.389,1.461,18,32.0,Unknown,32.0,True
57108,23,6.739,2.895,23,38.0,Unknown,38.0,True
57109,5,7.6,1.817,5,,Unknown,34.0,False
57124,7,7.857,1.345,7,38.0,Unknown,38.0,True
57126,3,7.667,0.577,3,26.0,Unknown,26.0,True
57148,9,8.556,3.005,9,24.0,Unknown,24.0,True
57157,5,6.4,1.517,5,,Unknown,34.0,False
57158,4,8.25,2.217,4,23.0,Unknown,23.0,True
57168,4,9.0,1.155,4,,Unknown,34.0,False
57180,5,9.6,0.548,5,51.0,Unknown,51.0,True
57200,10,7.8,1.229,10,35.0,Unknown,35.0,True
57205,7,8.571,0.976,7,42.0,Unknown,42.0,True
57214,12,5.25,0.866,12,31.0,Unknown,31.0,True
57229,5,7.0,1.871,5,57.0,Unknown,57.0,True
57234,53,7.698,1.771,53,,Unknown,34.0,False
57247,5,7.6,0.548,5,,Unknown,34.0,False
57255,29,6.724,1.222,29,,Unknown,34.0,False
57261,5,7.6,1.673,5,20.0,Unknown,20.0,True
57265,5,8.6,0.548,5,49.0,Unknown,49.0,True
57267,6,7.833,0.408,6,,Unknown,34.0,False
57269,6,6.5,2.429,6,52.0,Unknown,52.0,True
57272,4,7.5,1.915,4,,Unknown,34.0,False
57291,5,7.2,1.304,5,,Unknown,34.0,False
57294,3,7.0,1.0,3,39.0,Unknown,39.0,True
57296,3,7.333,0.577,3,23.0,Unknown,23.0,True
57302,10,8.3,1.059,10,32.0,Unknown,32.0,True
57305,14,7.143,1.916,14,52.0,Unknown,52.0,True
57354,15,9.533,0.99,15,38.0,Unknown,38.0,True
57369,12,7.417,1.443,12,63.0,Unknown,63.0,True
57379,5,8.2,0.447,5,35.0,Unknown,35.0,True
57398,43,8.047,1.647,43,39.0,Unknown,39.0,True
57412,8,9.625,0.744,8,25.0,Unknown,25.0,True
57423,4,7.75,0.957,4,,Unknown,34.0,False
57447,6,6.333,0.816,6,38.0,Unknown,38.0,True
57449,59,7.831,1.714,59,29.0,Unknown,29.0,True
57468,3,6.333,0.577,3,,Unknown,34.0,False
57470,13,3.923,2.06,13,39.0,Unknown,39.0,True
57562,3,8.667,1.155,3,23.0,Unknown,23.0,True
57599,20,7.75,2.552,20,27.0,Unknown,27.0,True
57601,5,7.4,1.517,5,,Unknown,34.0,False
57612,3,9.667,0.577,3,34.0,Unknown,34.0,True
57620,38,6.395,2.354,38,,Unknown,34.0,False
57623,3,7.0,2.0,3,21.0,Unknown,21.0,True
57624,3,10.0,0.0,3,,Unknown,34.0,False
57627,4,10.0,0.0,4,,Unknown,34.0,False
57632,8,6.25,1.832,8,,Unknown,34.0,False
57661,4,10.0,0.0,4,54.0,Unknown,54.0,True
57686,5,8.8,0.837,5,,Unknown,34.0,False
57697,11,8.545,0.522,11,45.0,Unknown,45.0,True
57712,5,7.8,1.924,5,,Unknown,34.0,False
57713,18,5.222,0.647,18,52.0,Unknown,52.0,True
57725,37,8.432,1.259,37,43.0,Unknown,43.0,True
57726,6,7.5,1.643,6,19.0,Unknown,19.0,True
57765,3,7.0,0.0,3,,Unknown,34.0,False
57804,5,5.0,0.0,5,41.0,Unknown,41.0,True
57819,3,8.667,1.155,3,55.0,Unknown,55.0,True
57833,6,6.0,1.673,6,58.0,Unknown,58.0,True
57838,8,8.625,1.302,8,27.0,Unknown,27.0,True
57853,6,7.5,1.378,6,24.0,Unknown,24.0,True
57862,6,5.167,0.408,6,,Unknown,34.0,False
57920,7,8.714,1.704,7,39.0,Unknown,39.0,True
57935,7,8.429,1.512,7,19.0,Unknown,19.0,True
57949,5,7.8,2.168,5,,Unknown,34.0,False
57959,17,8.118,2.118,17,,Unknown,34.0,False
57960,7,8.286,1.604,7,26.0,Unknown,26.0,True
57976,20,6.85,1.927,20,,Unknown,34.0,False
57983,8,9.625,0.744,8,25.0,Unknown,25.0,True
57986,5,7.4,1.949,5,25.0,Unknown,25.0,True
57989,8,8.0,1.069,8,,Unknown,34.0,False
57990,3,6.667,1.155,3,,Unknown,34.0,False
57999,5,9.2,0.837,5,21.0,Unknown,21.0,True
58009,3,8.667,1.528,3,24.0,Unknown,24.0,True
58011,5,7.4,1.817,5,,Unknown,34.0,False
58029,3,7.667,1.528,3,36.0,Unknown,36.0,True
58050,5,7.8,2.28,5,44.0,Unknown,44.0,True
58062,34,6.853,1.76,34,52.0,Unknown,52.0,True
58064,3,8.333,2.887,3,,Unknown,34.0,False
58067,83,7.289,1.283,83,26.0,Unknown,26.0,True
58073,3,6.333,3.215,3,24.0,Unknown,24.0,True
58076,4,7.25,1.708,4,32.0,Unknown,32.0,True
58079,8,8.875,2.1,8,46.0,Unknown,46.0,True
58086,3,7.667,0.577,3,,Unknown,34.0,False
58112,5,8.6,1.14,5,48.0,Unknown,48.0,True
58133,3,8.333,1.528,3,25.0,Unknown,25.0,True
58142,19,7.947,1.649,19,43.0,Unknown,43.0,True
58151,8,9.5,0.756,8,,Unknown,34.0,False
58152,7,7.429,0.976,7,,Unknown,34.0,False
58156,17,8.529,1.281,17,58.0,Unknown,58.0,True
58167,5,7.2,1.304,5,20.0,Unknown,20.0,True
58168,15,6.0,2.591,15,37.0,Unknown,37.0,True
58174,7,8.429,1.272,7,,Unknown,34.0,False
58180,3,8.333,0.577,3,37.0,Unknown,37.0,True
58194,10,7.1,1.524,10,39.0,Unknown,39.0,True
58202,9,6.667,0.866,9,25.0,Unknown,25.0,True
58210,4,7.75,1.708,4,23.0,Unknown,23.0,True
58224,16,8.188,1.797,16,,Unknown,34.0,False
58231,6,8.167,0.983,6,39.0,Unknown,39.0,True
58236,3,7.333,2.082,3,,Unknown,34.0,False
58252,7,6.714,3.546,7,17.0,Unknown,17.0,True
58255,22,9.091,0.921,22,14.0,Unknown,14.0,True
58257,5,6.0,1.0,5,36.0,Unknown,36.0,True
58258,3,7.667,2.082,3,24.0,Unknown,24.0,True
58259,6,6.833,1.722,6,18.0,Unknown,18.0,True
58290,6,7.667,2.16,6,29.0,Unknown,29.0,True
58319,6,6.833,1.472,6,,Unknown,34.0,False
58342,12,8.75,1.422,12,60.0,Unknown,60.0,True
58351,11,7.636,2.292,11,27.0,Unknown,27.0,True
58358,4,5.5,1.915,4,45.0,Unknown,45.0,True
58363,64,5.344,1.237,64,81.0,Unknown,81.0,True
58379,6,8.0,0.894,6,33.0,Unknown,33.0,True
58382,4,8.25,0.5,4,,Unknown,34.0,False
58389,17,8.0,1.803,17,57.0,Unknown,57.0,True
58390,6,6.833,0.983,6,,Unknown,34.0,False
58397,11,7.455,1.128,11,27.0,Unknown,27.0,True
58426,6,7.667,1.506,6,26.0,Unknown,26.0,True
58440,4,7.25,2.062,4,,Unknown,34.0,False
58456,3,7.0,1.0,3,33.0,Unknown,33.0,True
58458,46,7.696,1.724,46,23.0,Unknown,23.0,True
58473,6,8.0,1.265,6,51.0,Unknown,51.0,True
58482,27,9.519,0.753,27,,Unknown,34.0,False
58485,5,6.2,2.49,5,,Unknown,34.0,False
58489,3,8.667,2.309,3,24.0,Unknown,24.0,True
58497,21,7.381,1.284,21,26.0,Unknown,26.0,True
58515,8,6.5,0.926,8,80.0,Unknown,80.0,True
58516,8,8.25,1.669,8,30.0,Unknown,30.0,True
58529,21,7.905,1.179,21,36.0,Unknown,36.0,True
58567,4,7.75,1.893,4,22.0,Unknown,22.0,True
58594,54,7.574,1.977,54,33.0,Unknown,33.0,True
58612,18,7.611,2.004,18,54.0,Unknown,54.0,True
58629,6,6.833,1.472,6,34.0,Unknown,34.0,True
58641,6,8.5,1.225,6,21.0,Unknown,21.0,True
58644,6,9.0,1.095,6,46.0,Unknown,46.0,True
58685,3,5.0,1.0,3,,Unknown,34.0,False
58708,9,6.444,1.878,9,49.0,Unknown,49.0,True
58709,6,7.333,1.366,6,,Unknown,34.0,False
58724,5,7.8,0.837,5,40.0,Unknown,40.0,True
58768,25,8.8,1.756,25,35.0,Unknown,35.0,True
58776,3,10.0,0.0,3,54.0,Unknown,54.0,True
58790,10,8.8,1.317,10,56.0,Unknown,56.0,True
58792,17,8.529,1.068,17,,Unknown,34.0,False
58834,8,8.25,1.581,8,56.0,Unknown,56.0,True
58855,22,7.227,1.572,22,38.0,Unknown,38.0,True
58869,9,7.444,1.014,9,43.0,Unknown,43.0,True
58877,12,5.833,2.125,12,,Unknown,34.0,False
58898,4,8.75,0.5,4,38.0,Unknown,38.0,True
58911,34,7.176,1.977,34,58.0,Unknown,58.0,True
58921,4,8.0,1.414,4,,Unknown,34.0,False
58961,37,8.973,1.323,37,34.0,Unknown,34.0,True
58964,7,7.0,1.528,7,,Unknown,34.0,False
59034,8,7.625,1.506,8,40.0,Unknown,40.0,True
59038,19,9.737,0.806,19,28.0,Unknown,28.0,True
59052,5,5.8,2.49,5,,Unknown,34.0,False
59059,32,6.625,1.497,32,19.0,Unknown,19.0,True
59064,3,7.0,1.732,3,53.0,Unknown,53.0,True
59096,11,5.273,1.794,11,29.0,Unknown,29.0,True
59102,3,7.333,2.517,3,35.0,Unknown,35.0,True
59113,5,6.6,2.302,5,41.0,Unknown,41.0,True
59133,3,8.667,1.155,3,27.0,Unknown,27.0,True
59147,8,6.875,1.356,8,32.0,Unknown,32.0,True
59148,4,5.25,2.872,4,,Unknown,34.0,False
59150,31,7.871,1.586,31,37.0,Unknown,37.0,True
59160,4,7.5,2.38,4,43.0,Unknown,43.0,True
59172,171,9.135,1.168,171,36.0,Unknown,36.0,True
59179,4,9.5,1.0,4,,Unknown,34.0,False
59180,18,9.278,0.895,18,55.0,Unknown,55.0,True
59189,36,7.444,1.664,36,33.0,Unknown,33.0,True
59192,4,9.75,0.5,4,37.0,Unknown,37.0,True
59197,6,8.167,1.472,6,,Unknown,34.0,False
59198,5,6.0,1.225,5,42.0,Unknown,42.0,True
59203,4,6.0,1.826,4,31.0,Unknown,31.0,True
59206,14,8.0,1.177,14,,Unknown,34.0,False
59208,5,8.6,0.894,5,43.0,Unknown,43.0,True
59209,20,7.85,0.745,20,41.0,Unknown,41.0,True
59214,5,7.4,1.14,5,,Unknown,34.0,False
59216,3,7.667,1.528,3,37.0,Unknown,37.0,True
59220,11,7.182,1.662,11,38.0,Unknown,38.0,True
59241,11,7.818,0.751,11,,Unknown,34.0,False
59254,6,7.167,1.835,6,45.0,Unknown,45.0,True
59261,12,6.75,1.288,12,,Unknown,34.0,False
59266,6,6.833,2.483,6,16.0,Unknown,16.0,True
59267,14,8.143,0.77,14,,Unknown,34.0,False
59269,50,8.24,2.387,50,,Unknown,34.0,False
59291,3,6.333,0.577,3,16.0,Unknown,16.0,True
59296,4,5.75,0.5,4,28.0,Unknown,28.0,True
59305,12,7.167,1.267,12,27.0,Unknown,27.0,True
59314,3,5.667,1.155,3,,Unknown,34.0,False
59323,3,8.333,1.528,3,29.0,Unknown,29.0,True
59390,16,8.812,1.276,16,,Unknown,34.0,False
59412,3,9.333,1.155,3,53.0,Unknown,53.0,True
59430,5,7.2,2.049,5,48.0,Unknown,48.0,True
59432,4,7.75,0.5,4,26.0,Unknown,26.0,True
59438,16,8.312,1.138,16,13.0,Unknown,13.0,True
59463,17,7.588,1.938,17,13.0,Unknown,13.0,True
59490,3,7.667,0.577,3,52.0,Unknown,52.0,True
59499,9,6.778,1.481,9,38.0,Unknown,38.0,True
59500,4,6.0,1.414,4,32.0,Unknown,32.0,True
59504,20,9.05,1.191,20,39.0,Unknown,39.0,True
59524,13,3.615,1.502,13,,Unknown,34.0,False
59534,5,6.4,1.342,5,,Unknown,34.0,False
59554,9,8.222,1.093,9,42.0,Unknown,42.0,True
59559,5,6.0,2.449,5,25.0,Unknown,25.0,True
59595,3,8.667,1.528,3,,Unknown,34.0,False
59604,7,7.571,1.512,7,25.0,Unknown,25.0,True
59612,13,6.846,1.725,13,,Unknown,34.0,False
59616,3,6.333,1.528,3,,Unknown,34.0,False
59629,3,8.333,1.155,3,31.0,Unknown,31.0,True
59656,33,8.848,1.149,33,53.0,Unknown,53.0,True
59705,3,8.0,2.646,3,,Unknown,34.0,False
59706,3,8.0,1.0,3,56.0,Unknown,56.0,True
59727,26,7.885,1.143,26,24.0,Unknown,24.0,True
59731,5,7.2,2.168,5,51.0,Unknown,51.0,True
59734,12,7.25,0.965,12,,Unknown,34.0,False
59748,3,8.0,1.0,3,50.0,Unknown,50.0,True
59763,13,7.231,1.536,13,43.0,Unknown,43.0,True
59769,5,5.4,1.342,5,21.0,Unknown,21.0,True
59770,37,5.0,0.0,37,,Unknown,34.0,False
59799,3,8.667,0.577,3,,Unknown,34.0,False
59808,5,6.6,1.517,5,32.0,Unknown,32.0,True
59810,3,7.667,0.577,3,45.0,Unknown,45.0,True
59812,10,7.1,0.994,10,48.0,Unknown,48.0,True
59820,8,8.375,1.061,8,24.0,Unknown,24.0,True
59829,4,7.0,1.414,4,37.0,Unknown,37.0,True
59838,5,5.8,2.387,5,,Unknown,34.0,False
59852,5,7.0,1.414,5,41.0,Unknown,41.0,True
59885,4,6.25,1.258,4,31.0,Unknown,31.0,True
59895,8,8.375,1.188,8,,Unknown,34.0,False
59912,25,7.88,1.59,25,27.0,Unknown,27.0,True
59933,19,8.105,1.449,19,66.0,Unknown,66.0,True
59944,5,8.2,0.837,5,17.0,Unknown,17.0,True
59948,12,7.25,2.491,12,28.0,Unknown,28.0,True
59967,27,7.444,1.649,27,28.0,Unknown,28.0,True
59971,37,6.541,1.726,37,27.0,Unknown,27.0,True
59972,3,4.0,1.0,3,,Unknown,34.0,False
59980,3,7.0,1.0,3,44.0,Unknown,44.0,True
60004,6,5.5,1.871,6,,Unknown,34.0,False
60006,3,5.0,2.0,3,,Unknown,34.0,False
60014,8,6.25,2.816,8,20.0,Unknown,20.0,True
60015,3,4.333,0.577,3,,Unknown,34.0,False
60018,4,5.5,1.291,4,59.0,Unknown,59.0,True
60028,6,6.667,1.211,6,,Unknown,34.0,False
60029,17,6.412,2.21,17,42.0,Unknown,42.0,True
60031,9,7.889,1.167,9,,Unknown,34.0,False
60040,8,7.375,2.066,8,,Unknown,34.0,False
60041,4,7.0,1.633,4,29.0,Unknown,29.0,True
60050,23,7.348,2.248,23,40.0,Unknown,40.0,True
60067,3,6.667,1.155,3,44.0,Unknown,44.0,True
60078,3,5.667,1.155,3,,Unknown,34.0,False
60079,12,5.75,2.301,12,49.0,Unknown,49.0,True
60080,6,7.167,2.041,6,39.0,Unknown,39.0,True
60081,5,8.0,2.739,5,,Unknown,34.0,False
60083,5,8.4,1.14,5,53.0,Unknown,53.0,True
60098,35,8.857,0.845,35,35.0,Unknown,35.0,True
60114,28,7.107,1.133,28,,Unknown,34.0,False
60130,5,8.8,0.447,5,41.0,Unknown,41.0,True
60138,4,7.0,2.449,4,,Unknown,34.0,False
60140,5,7.6,2.302,5,48.0,Unknown,48.0,True
60146,5,7.6,0.894,5,,Unknown,34.0,False
60157,12,9.333,0.651,12,,Unknown,34.0,False
60168,20,7.75,1.585,20,,Unknown,34.0,False
60178,9,7.556,0.527,9,47.0,Unknown,47.0,True
60185,3,9.0,1.0,3,46.0,Unknown,46.0,True
60211,6,6.167,3.312,6,,Unknown,34.0,False
60229,3,7.333,0.577,3,,Unknown,34.0,False
60244,481,8.316,1.195,481,47.0,Unknown,47.0,True
60251,11,7.455,1.864,11,33.0,Unknown,33.0,True
60253,5,8.4,1.14,5,,Unknown,34.0,False
60255,5,9.2,1.095,5,33.0,Unknown,33.0,True
60263,42,9.548,0.772,42,52.0,Unknown,52.0,True
60278,11,7.091,2.508,11,,Unknown,34.0,False
60286,3,4.667,0.577,3,,Unknown,34.0,False
60287,6,6.667,1.033,6,42.0,Unknown,42.0,True
60307,13,7.769,1.833,13,46.0,Unknown,46.0,True
60319,72,7.278,1.689,72,,Unknown,34.0,False
60336,5,7.2,1.304,5,49.0,Unknown,49.0,True
60337,161,8.621,0.79,161,50.0,Unknown,50.0,True
60368,3,7.333,3.786,3,,Unknown,34.0,False
60392,14,7.0,1.754,14,43.0,Unknown,43.0,True
60400,6,6.0,1.414,6,,Unknown,34.0,False
60412,13,6.769,1.739,13,,Unknown,34.0,False
60418,5,7.4,0.548,5,31.0,Unknown,31.0,True
60419,20,9.6,1.046,20,36.0,Unknown,36.0,True
60424,57,6.228,1.711,57,,Unknown,34.0,False
60427,37,7.865,0.787,37,37.0,Unknown,37.0,True
60439,6,7.0,1.265,6,,Unknown,34.0,False
60445,20,7.9,1.774,20,31.0,Unknown,31.0,True
60461,7,6.571,1.134,7,,Unknown,34.0,False
60475,16,7.312,1.25,16,,Unknown,34.0,False
60476,6,7.167,2.483,6,35.0,Unknown,35.0,True
60488,3,8.333,0.577,3,59.0,Unknown,59.0,True
60517,6,5.333,3.615,6,30.0,Unknown,30.0,True
60521,3,6.333,1.528,3,28.0,Unknown,28.0,True
60523,5,6.6,1.949,5,35.0,Unknown,35.0,True
60546,12,8.167,2.209,12,,Unknown,34.0,False
60569,30,8.4,1.714,30,41.0,Unknown,41.0,True
60570,4,8.75,1.5,4,,Unknown,34.0,False
60583,27,7.148,1.322,27,,Unknown,34.0,False
60586,8,7.625,1.302,8,34.0,Unknown,34.0,True
60621,38,8.553,1.267,38,57.0,Unknown,57.0,True
60626,3,6.0,2.646,3,30.0,Unknown,30.0,True
60676,3,8.0,3.464,3,56.0,Unknown,56.0,True
60680,3,9.0,0.0,3,45.0,Unknown,45.0,True
60683,4,7.0,3.367,4,47.0,Unknown,47.0,True
60684,3,7.0,1.0,3,,Unknown,34.0,False
60703,11,8.273,1.104,11,30.0,Unknown,30.0,True
60707,204,7.368,1.289,204,38.0,Unknown,38.0,True
60738,3,6.333,1.528,3,32.0,Unknown,32.0,True
60787,26,7.962,1.708,26,,Unknown,34.0,False
60797,20,6.85,1.387,20,24.0,Unknown,24.0,True
60809,15,6.8,1.521,15,33.0,Unknown,33.0,True
60816,4,5.75,0.5,4,54.0,Unknown,54.0,True
60823,5,6.8,1.304,5,49.0,Unknown,49.0,True
60838,3,5.667,0.577,3,58.0,Unknown,58.0,True
60850,3,7.667,0.577,3,25.0,Unknown,25.0,True
60854,3,6.0,1.732,3,,Unknown,34.0,False
60858,33,5.818,1.722,33,25.0,Unknown,25.0,True
60877,3,7.333,2.082,3,29.0,Unknown,29.0,True
60886,3,6.667,1.528,3,48.0,Unknown,48.0,True
60897,4,6.75,0.5,4,31.0,Unknown,31.0,True
60905,9,8.111,1.537,9,27.0,Unknown,27.0,True
60914,3,6.333,1.155,3,,Unknown,34.0,False
60941,14,8.5,1.286,14,,Unknown,34.0,False
60944,11,7.727,1.489,11,,Unknown,34.0,False
60977,11,5.455,1.036,11,,Unknown,34.0,False
60978,11,7.545,0.82,11,,Unknown,34.0,False
61021,9,9.222,0.972,9,38.0,Unknown,38.0,True
61023,4,8.75,0.957,4,,Unknown,34.0,False
61028,65,8.169,0.928,65,50.0,Unknown,50.0,True
61038,59,5.424,1.329,59,53.0,Unknown,53.0,True
61042,11,7.909,1.973,11,,Unknown,34.0,False
61043,5,7.8,0.837,5,,Unknown,34.0,False
61049,6,9.333,0.816,6,39.0,Unknown,39.0,True
61056,3,6.0,1.0,3,39.0,Unknown,39.0,True
61087,3,7.667,1.528,3,35.0,Unknown,35.0,True
61090,5,8.8,0.837,5,,Unknown,34.0,False
61114,5,9.4,1.342,5,,Unknown,34.0,False
61146,9,6.0,1.871,9,24.0,Unknown,24.0,True
61147,116,9.664,0.874,116,44.0,Unknown,44.0,True
61155,3,7.333,0.577,3,24.0,Unknown,24.0,True
61181,3,9.0,1.732,3,21.0,Unknown,21.0,True
61205,3,6.0,1.732,3,51.0,Unknown,51.0,True
61211,10,7.1,0.994,10,65.0,Unknown,65.0,True
61212,3,6.333,1.528,3,56.0,Unknown,56.0,True
61216,11,8.455,0.82,11,,Unknown,34.0,False
61242,4,7.75,0.957,4,,Unknown,34.0,False
61257,26,7.808,2.02,26,25.0,Unknown,25.0,True
61271,5,6.8,1.643,5,,Unknown,34.0,False
61274,3,6.333,0.577,3,43.0,Unknown,43.0,True
61283,5,8.2,1.483,5,,Unknown,34.0,False
61285,3,8.667,1.528,3,22.0,Unknown,22.0,True
61296,12,7.083,1.782,12,24.0,Unknown,24.0,True
61297,8,7.25,2.659,8,23.0,Unknown,23.0,True
61307,3,9.333,0.577,3,21.0,Unknown,21.0,True
61317,8,6.25,2.252,8,,Unknown,34.0,False
61323,3,5.667,3.512,3,46.0,Unknown,46.0,True
61348,9,8.889,1.054,9,28.0,Unknown,28.0,True
61350,4,7.0,1.414,4,61.0,Unknown,61.0,True
61354,6,8.167,0.408,6,47.0,Unknown,47.0,True
61408,3,8.667,2.309,3,47.0,Unknown,47.0,True
61409,3,7.333,2.082,3,32.0,Unknown,32.0,True
61427,56,8.071,1.548,56,,Unknown,34.0,False
61448,3,5.667,0.577,3,,Unknown,34.0,False
61494,14,8.071,1.385,14,,Unknown,34.0,False
61497,7,6.857,1.952,7,31.0,Unknown,31.0,True
61521,3,6.667,1.528,3,43.0,Unknown,43.0,True
61524,12,7.417,1.311,12,25.0,Unknown,25.0,True
61545,4,7.25,0.957,4,48.0,Unknown,48.0,True
61571,3,7.667,2.517,3,51.0,Unknown,51.0,True
61574,4,8.0,0.816,4,60.0,Unknown,60.0,True
61579,3,5.667,2.517,3,26.0,Unknown,26.0,True
61598,3,7.333,1.528,3,,Unknown,34.0,False
61612,3,8.667,1.155,3,37.0,Unknown,37.0,True
61619,17,6.765,2.611,17,,Unknown,34.0,False
61634,17,7.412,1.502,17,45.0,Unknown,45.0,True
61639,5,5.6,1.673,5,34.0,Unknown,34.0,True
61643,3,6.667,1.155,3,34.0,Unknown,34.0,True
61667,3,6.0,1.0,3,44.0,Unknown,44.0,True
61668,9,7.0,2.121,9,41.0,Unknown,41.0,True
61677,4,6.0,1.414,4,24.0,Unknown,24.0,True
61704,26,8.538,1.816,26,58.0,Unknown,58.0,True
61710,5,7.6,2.793,5,46.0,Unknown,46.0,True
61759,6,8.0,2.366,6,,Unknown,34.0,False
61762,23,7.435,1.237,23,35.0,Unknown,35.0,True
61764,7,5.571,2.07,7,28.0,Unknown,28.0,True
61775,7,8.286,1.496,7,35.0,Unknown,35.0,True
61783,5,6.2,0.837,5,50.0,Unknown,50.0,True
61791,3,8.667,1.155,3,24.0,Unknown,24.0,True
61798,30,5.267,2.348,30,,Unknown,34.0,False
61835,6,7.833,1.602,6,34.0,Unknown,34.0,True
61842,4,9.5,0.577,4,20.0,Unknown,20.0,True
61845,16,7.5,1.095,16,,Unknown,34.0,False
61849,4,7.0,1.826,4,56.0,Unknown,56.0,True
61852,7,8.429,2.637,7,52.0,Unknown,52.0,True
61854,80,6.462,2.929,80,,Unknown,34.0,False
61878,4,6.5,1.915,4,,Unknown,34.0,False
61888,8,9.125,0.354,8,46.0,Unknown,46.0,True
61892,3,6.667,2.887,3,,Unknown,34.0,False
61899,4,8.25,2.363,4,,Unknown,34.0,False
61900,3,6.333,3.055,3,57.0,Unknown,57.0,True
61901,93,8.602,1.034,93,63.0,Unknown,63.0,True
61910,37,8.27,1.387,37,44.0,Unknown,44.0,True
61913,3,5.0,0.0,3,34.0,Unknown,34.0,True
61935,4,7.5,1.0,4,70.0,Unknown,70.0,True
62009,38,7.921,1.05,38,,Unknown,34.0,False
62042,5,9.2,1.304,5,30.0,Unknown,30.0,True
62069,4,8.0,0.0,4,68.0,Unknown,68.0,True
62078,4,6.75,0.5,4,,Unknown,34.0,False
62100,6,7.0,2.53,6,49.0,Unknown,49.0,True
62130,3,10.0,0.0,3,,Unknown,34.0,False
62133,4,7.75,1.258,4,30.0,Unknown,30.0,True
62150,11,6.727,1.679,11,26.0,Unknown,26.0,True
62151,6,6.833,1.472,6,45.0,Unknown,45.0,True
